gene_id	chr_id	transcript_length	gene_group	description	GO-labels
Ec-15_003610	chr_15	159		Ankyrin repeat-containing domain	   
Ec-15_003620	chr_15	3360		EsV-1-199	   
Ec-15_003630	chr_15	1846		ATPase AAA-type core	GO:0005524
Ec-15_003640	chr_15	1705		Mitochondrial carrier domain	GO:0005488,GO:0006810,GO:0016020,GO:0055085
Ec-15_003650	chr_15	2576		DNA-directed RNA polymerase subunit N/Rpb10	GO:0003677,GO:0003899,GO:0006351
Ec-15_003660	chr_15	726		expressed unknown protein	   
Ec-15_003670	chr_15	1569		Rossmann-like alpha/beta/alpha sandwich fold	   
Ec-15_003680	chr_15	2029		expressed unknown protein	   
Ec-15_003690	chr_15	1412		Tetratricopeptide-like helical domain	GO:0005515
Ec-15_003700	chr_15	2337		Ankyrin repeat-containing domain	   
Ec-15_003720	chr_15	2696		Protein kinase-like domain	GO:0016772
Ec-15_003730	chr_15	1508		NAD(P)-binding domain	GO:0006464,GO:0006512,GO:0008641
Ec-15_003740	chr_15	1186		Hypothetical protein	   
Ec-15_003750	chr_15	2750	SBG-female	conserved unknown protein	   
Ec-15_003760	chr_15	312		hypothetical protein	   
Ec-15_003770	chr_15	4786		Heat shock protein 70 family	NA
Ec-15_003790	chr_15	407		Hypothetical protein	   
Ec-15_003800	chr_15	890		expressed unknown protein	   
Ec-15_003810	chr_15	1500		expressed unknown protein	   
Ec-15_003820	chr_15	360		Importin-beta N-terminal domain	GO:0006886,GO:0008536
Ec-15_003830	chr_15	3911		EF-hand domain pair	GO:0005509
Ec-15_003840	chr_15	1982		EF-hand domain pair	GO:0005509
Ec-15_003850	chr_15	1588	SBG-male	ADP-ribosylation factor-like 2-binding protein domain	   
Ec-15_003860	chr_15	2481		hypothetical protein	   
Ec-15_003880	chr_15	955		hypothetical protein	   
Ec-15_003890	chr_15	1701		Hypothetical leucine rich repeat protein	GO:0005515
Ec-15_003900	chr_15	1611		Transport protein XK	GO:0005515
Ec-15_003910	chr_15	1439		Heavy metal-associated domain HMA	GO:0030001,GO:0046872
Ec-15_003920	chr_15	5229		Molybdenum cofactor biosynthesis MoeB	   
Ec-15_003930	chr_15	1934		TB2/DP1/HVA22-related protein	   
Ec-15_003940	chr_15	2973		Pre-mRNA-splicing factor 38	GO:0003676
Ec-15_003950	chr_15	1579		expressed unknown protein	   
Ec-15_003960	chr_15	8858	SBG-male	S-adenosyl-L-methionine-dependent methyltransferase	GO:0009058
Ec-15_003970	chr_15	2680		Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	   
Ec-15_003980	chr_15	2727		CRAL-TRIO domain	GO:0005524,GO:0016887 
Ec-15_003990	chr_15	477		Ankyrin repeat protein	NA
Ec-15_004000	chr_15	2123		Ubiquitin-associated domain/translation elongation factor EF-Ts N-terminal	GO:0005515
Ec-15_004010	chr_15	2808		Galactose-binding domain-like	   
Ec-15_004020	chr_15	720		Hypothetical protein	   
Ec-15_004030	chr_15	648		Hypothetical protein	   
Ec-15_004040	chr_15	639		hypothetical protein	   
Ec-15_004050	chr_15	2208		hypothetical protein	   
Ec-15_004060	chr_15	1743		Nucleophile aminohydrolases N-terminal	GO:0004298,GO:0005839,GO:0006511,GO:0051603
Ec-15_004070	chr_15	1170		2Fe-2S ferredoxin-type domain	GO:0009055,GO:0051536
Ec-15_004080	chr_15	1371		Armadillo-like helical	GO:0005488
Ec-15_004090	chr_15	495		Armadillo-like helical	GO:0005488
Ec-15_004100	chr_15	3426		conserved unknown protein	   
Ec-15_004110	chr_15	3193		Glutamine synthetase/guanido kinase catalytic domain	GO:0003824
Ec-15_004120	chr_15	2709		Glutamine synthetase/guanido kinase catalytic domain	GO:0003824
Ec-15_004140	chr_15	2740		3,8-divinyl protochlorophyllide a 8-vinyl reductase putative chloroplast precursor	GO:0003824,GO:0005488,GO:0008152
Ec-15_004150	chr_15	968		Ribosomal protein S5 domain 2-type fold subgroup	GO:0003735,GO:0005622,GO:0005840,GO:0006412 
Ec-15_004170	chr_15	609		Fumarylacetoacetase C-terminal-related	GO:0003824,GO:0008152
Ec-15_004180	chr_15	2807		PPP domain	GO:0016787
Ec-15_004190	chr_15	414		Hypothetical protein	   
Ec-15_004200	chr_15	3947		Domain of unknown function DUF4211	   
Ec-15_004210	chr_15	4550		Auxin efflux carrier	GO:0016021,GO:0055085
Ec-15_004220	chr_15	1032		GxxExxY protein	   
Ec-15_004230	chr_15	5333		Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II	GO:0003824,GO:0008152
Ec-15_004240	chr_15	3601		Ribosomal protein L2 C-terminal	GO:0003735,GO:0005840,GO:0006412
Ec-15_004250	chr_15	2819		hypothetical protein	   
Ec-15_004260	chr_15	2708		WD40/YVTN repeat-like-containing domain	GO:0005515
Ec-15_004270	chr_15	700		Hypothetical protein	   
Ec-15_004280	chr_15	434		Hypothetical protein	   
Ec-15_004290	chr_15	538		Hypothetical protein	   
Ec-15_004300	chr_15	569		hypothetical protein	   
Ec-15_004310	chr_15	3435		expressed unknown protein	   
Ec-15_004320	chr_15	7944	SBG-male	hypothetical protein	   
Ec-15_004330	chr_15	6804		Hypothetical leucine rich repeat calmodulin binding protein	NA
Ec-15_004340	chr_15	4127		ABC1 family protein	NA
Ec-15_004350	chr_15	2631		Putative 5-3 exonuclease	GO:0003676,GO:0004527
Ec-15_004360	chr_15	1332		Ankyrin repeat-containing domain	   
Ec-15_004370	chr_15	1761		expressed unknown protein	   
Ec-15_004380	chr_15	946		expressed unknown protein	   
Ec-15_004390	chr_15	2587		hypothetical protein	GO:0016068 
Ec-15_004400	chr_15	1384		P-loop containing nucleoside triphosphate hydrolase	GO:0003677,GO:0005524,GO:0006259,GO:0008094
Ec-15_004420	chr_15	5450		Pleckstrin homology-like domain	GO:0005515
Ec-15_004430	chr_15	1649		Light harvesting complex protein	GO:0009765,GO:0016020
Ec-15_004440	chr_15	1132		C2 domain	GO:0005515
Ec-15_004450	chr_15	1394		Nucleic acid-binding OB-fold	GO:0000049
Ec-15_004460	chr_15	5837		expressed unknown protein	   
Ec-15_004470	chr_15	828		hypothetical protein	   
Ec-15_004490	chr_15	3713		Tetratricopeptide repeat containing protein	NA
Ec-15_004500	chr_15	1015		Ankyrin repeat-containing domain	   
Ec-15_004510	chr_15	3063		Acyl-CoA N-acyltransferase	   
Ec-15_004520	chr_15	2371	GBG-sporophyte	expressed unknown protein	   
Ec-15_004530	chr_15	5921		cleavage and polyadenylation specificity factor CG10110-PA	GO:0003824,GO:0009058,GO:0030170
Ec-15_004540	chr_15	1925		Cleavage/polyadenylation specificity factor A subunit C-terminal	GO:0003676,GO:0005634
Ec-15_004550	chr_15	1511		mitochondrial carrier protein-like	GO:0006810,GO:0016020,GO:0005488
Ec-15_004560	chr_15	5117		Histone deacetylase superfamily	   
Ec-15_004570	chr_15	7076		P-loop containing nucleoside triphosphate hydrolase	GO:0005515 
Ec-15_004580	chr_15	2643		expressed unknown protein	   
Ec-15_004590	chr_15	5445		Clustered mitochondria protein N-terminal	   
Ec-15_004610	chr_15	3714		WW domain	GO:0005515
Ec-15_004620	chr_15	732		expressed unknown protein	   
Ec-15_004630	chr_15	1639		Ubiquitin-conjugating enzyme/RWD-like	GO:0019787,GO:0043687,GO:0051246
Ec-15_004640	chr_15	1626		GYF	GO:0005515
Ec-15_004650	chr_15	1968		Ubiquitin-related domain	GO:0006464
Ec-15_004670	chr_15	4040		hypothetical protein	   
Ec-15_004680	chr_15	3808		Hypothetical protein	   
Ec-15_004700	chr_15	1877		hypothetical protein	   
Ec-15_004710	chr_15	615		expressed unknown protein	   
Ec-15_004720	chr_15	459		Hypothetical leucine rich repeat protein - likely pseudogene	GO:0005515
Ec-15_004730	chr_15	3732	GBG-sporophyte	LRR-GTPase of the ROCO family	GO:0005524,GO:0005622,GO:0006355,GO:0008134
Ec-15_004740	chr_15	1140		Tetratricopeptide repeat containing protein	GO:0005488
Ec-15_004750	chr_15	3515		Asparagine synthase glutamine-hydrolyzing	GO:0004066,GO:0006529
Ec-15_004760	chr_15	729		hypothetical protein	   
Ec-15_004770	chr_15	1300		Thioredoxin-like fold	GO:0045454 
Ec-15_004790	chr_15	2957		RIO-like kinase	GO:0003824,GO:0005524
Ec-15_004800	chr_15	4743		hypothetical protein	   
Ec-15_004810	chr_15	3493		Hypothetical protein	   
Ec-15_004820	chr_15	3326		expressed unknown protein	   
Ec-15_004830	chr_15	1272		PDZ domain	GO:0005515
Ec-15_004840	chr_15	3849	GBG-gametophyte	LRR-GTPase of the ROCO family	GO:0005622,GO:0005524,GO:0008134,GO:0006355
Ec-15_004850	chr_15	2997		LRR-GTPase of the ROCO family putative pseudogene	GO:0005622,GO:0005524,GO:0008134,GO:0006355
Ec-15_004860	chr_15	837		expressed unknown protein	   
Ec-15_004870	chr_15	3745		contains SCP domain which is found in plant PR1 and cysteine-rich proteins	NA
Ec-15_004880	chr_15	2236		expressed unknown protein	   
Ec-15_004890	chr_15	1699		expressed unknown protein	   
Ec-15_004900	chr_15	3035		Cyclic nucleotide-binding domain	   
Ec-15_004910	chr_15	1157		Hypothetical protein	   
Ec-15_004920	chr_15	3493		expressed unknown protein	   
Ec-15_004930	chr_15	494		Hypothetical protein	   
Ec-15_004940	chr_15	2327		Clathrin adaptor mu subunit	GO:0006886,GO:0016192,GO:0030131
Ec-15_004950	chr_15	2348	SBG-male	Serine-threonine/tyrosine-protein kinase catalytic domain	GO:0004672,GO:0006468
Ec-15_004960	chr_15	1960		FAR1 DNA binding domain	   
Ec-15_004970	chr_15	2952		Tubulin C-terminal	GO:0003924,GO:0005525,GO:0043234,GO:0051258 
Ec-15_004980	chr_15	5105		P-loop containing nucleoside triphosphate hydrolase	GO:0005524,GO:0004386,GO:0003676
Ec-15_004990	chr_15	4323		Transient receptor potential channel canonical	GO:0005262,GO:0016020,GO:0070588
Ec-15_005010	chr_15	2125		conserved unknown protein	   
Ec-15_005020	chr_15	492		expressed unknown protein	   
Ec-15_005030	chr_15	1828		expressed unknown protein	   
Ec-16_000010	chr_16	3866		Ankyrin repeat-containing domain	   
Ec-16_000020	chr_16	2209		CidB/LrgB family	GO:0016020
Ec-16_000030	chr_16	7880		P-loop containing nucleoside triphosphate hydrolase	   
Ec-16_000040	chr_16	4438		Armadillo-type fold	GO:0005488
Ec-16_000050	chr_16	3142		Ubiquitin conjugation factor E4 core	GO:0000151,GO:0006511,GO:0016567,GO:0034450
Ec-16_000070	chr_16	1367		Alpha-ketoglutarate-dependent dioxygenase AlkB-like	   
Ec-16_000080	chr_16	621		HAD-like domain	   
Ec-16_000090	chr_16	9772		similar to Zinc finger protein	GO:0005515,GO:0008270
Ec-16_000100	chr_16	300		conserved unknown protein	   
Ec-16_000110	chr_16	793		Ribosomal protein L29e	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Ec-16_000120	chr_16	2815		expressed unknown protein	   
Ec-16_000130	chr_16	1938		P-loop containing nucleoside triphosphate hydrolase	GO:0003676,GO:0004386
Ec-16_000140	chr_16	177		Hypothetical protein	   
Ec-16_000150	chr_16	3538		Peptidase C2 calpain large subunit domain III	GO:0004198,GO:0005622,GO:0006508
Ec-16_000160	chr_16	1076		Hypothetical protein	   
Ec-16_000170	chr_16	1881		MIT	GO:0004198,GO:0005622,GO:0006508
Ec-16_000180	chr_16	1813		Peptidase C2 calpain large subunit domain III	GO:0004198,GO:0005622,GO:0006508
Ec-16_000190	chr_16	1795		TCP-1-like chaperonin intermediate domain	GO:0005524,GO:0006457,GO:0051082
Ec-16_000210	chr_16	949		Ubiquitin-like	GO:0005515
Ec-16_000220	chr_16	2260		Ubiquitin-conjugating enzyme/RWD-like	GO:0006464,GO:0006512,GO:0015031
Ec-16_000230	chr_16	398		Ubiquitin-conjugating enzyme/RWD-like	GO:0006464,GO:0006512,GO:0015031
Ec-16_000240	chr_16	2593		Haem peroxidase	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Ec-16_000260	chr_16	2330		Peptidase C65 otubain	   
Ec-16_000270	chr_16	3439		Pentatricopeptide repeat	   
Ec-16_000280	chr_16	3657	SBG-male	Armadillo-type fold	GO:0005488
Ec-16_000300	chr_16	1140		hypothetical protein	   
Ec-16_000310	chr_16	4543		Ubiquitin E2 variant N-terminal	GO:0006464,GO:0015031
Ec-16_000320	chr_16	1976	GBG-sporophyte	Homeodomain-like	GO:0003677
Ec-16_000330	chr_16	246		hypothetical protein	   
Ec-16_000340	chr_16	2414		hypothetical protein	   
Ec-16_000350	chr_16	2110		SANT/Myb domain	GO:0003682
Ec-16_000360	chr_16	1516	SBG-female	expressed unknown protein	   
Ec-16_000370	chr_16	6650		EsV-1-7 domain protein	NA
Ec-16_000380	chr_16	1028		Hypothetical protein	   
Ec-16_000390	chr_16	1295		hypothetical protein	   
Ec-16_000400	chr_16	1063		Hypothetical protein	   
Ec-16_000410	chr_16	3569		Pre-mRNA-splicing factor 38	   
Ec-16_000420	chr_16	5014		Cytidine deaminase-like	GO:0003824
Ec-16_000430	chr_16	2232		Heat shock factor (HSF)-type DNA-binding	GO:0003700,GO:0005634,GO:0006355,GO:0043565
Ec-16_000440	chr_16	492		Hypothetical protein	   
Ec-16_000450	chr_16	1242		hypothetical protein	   
Ec-16_000460	chr_16	9301		Armadillo-like helical	GO:0005488
Ec-16_000470	chr_16	2196		Armadillo-like helical	GO:0005488
Ec-16_000480	chr_16	452		Tctex-1	   
Ec-16_000490	chr_16	1538		NUDIX hydrolase domain-like	GO:0016787
Ec-16_000500	chr_16	2342		conserved unknown protein	   
Ec-16_000510	chr_16	4734		UbiB domain	   
Ec-16_000520	chr_16	3773		Short-chain dehydrogenase/reductase SDR	GO:0008152,GO:0016491
Ec-16_000530	chr_16	18765		Concanavalin A-like lectin/glucanase domain	NA
Ec-16_000540	chr_16	3763		Tetratricopeptide-like helical domain	GO:0005515
Ec-16_000550	chr_16	3176		S-adenosyl-L-methionine-dependent methyltransferase	GO:0003723,GO:0006364,GO:0008757 
Ec-16_000610	chr_16	6170		Helicase superfamily 1/2 ATP-binding domain	   
Ec-16_000620	chr_16	3430		Pentatricopeptide repeat	   
Ec-16_000630	chr_16	1173		Peptidase T1A proteasome beta-subunit	GO:0004175,GO:0005839,GO:0051603
Ec-16_000640	chr_16	747		Zinc finger U1-C type	GO:0008270
Ec-16_000650	chr_16	2519		Signal recognition particle SRP54 subunit helical bundle	GO:0005525,GO:0006614
Ec-16_000660	chr_16	2933		RNA-binding protein putative	GO:0000166
Ec-16_000670	chr_16	582		Hypothetical protein	   
Ec-16_000680	chr_16	222		Hypothetical protein	   
Ec-16_000690	chr_16	26661		Immunoglobulin-like fold	   
Ec-16_000700	chr_16	3167		Zinc finger RING-CH-type	GO:0008270
Ec-16_000710	chr_16	1055		similar to Leucine rich repeat containing 61 	GO:0005515
Ec-16_000720	chr_16	2112		Tetratricopeptide-like helical domain	GO:0005515
Ec-16_000730	chr_16	2068		hypothetical protein	   
Ec-16_000740	chr_16	976		Tetratricopeptide-like helical domain	GO:0005515
Ec-16_000750	chr_16	327		Hypothetical protein	   
Ec-16_000760	chr_16	2476		expressed unknown protein	   
Ec-16_000770	chr_16	4392		DNA-directed RNA polymerase phage-type	GO:0003677,GO:0003899,GO:0006351
Ec-16_000800	chr_16	5268		Rab-GTPase-TBC domain	GO:0005097,GO:0032313
Ec-16_000810	chr_16	2070		S-adenosyl-L-methionine-dependent methyltransferase	   
Ec-16_000820	chr_16	1757		GPN-loop GTPase	GO:0000166
Ec-16_000830	chr_16	736		Metallo-dependent phosphatase-like	   
Ec-16_000840	chr_16	3622		S-adenosyl-L-methionine-dependent methyltransferase	GO:0008152,GO:0008168
Ec-16_000850	chr_16	1384		Tetratricopeptide-like helical domain	GO:0005515
Ec-16_000860	chr_16	1540		SRP101 alpha subunit of the signal recognition particle receptor	GO:0005525,GO:0006614,GO:0008312,GO:0016020
Ec-16_000870	chr_16	8027	SBG-male,GBG-gametophyte	Kinesin motor domain	GO:0003777,GO:0005524,GO:0007018,GO:0008017
Ec-16_000890	chr_16	618		conserved unknown protein	   
Ec-16_000900	chr_16	1194		expressed unknown protein	   
Ec-16_000910	chr_16	990	GBG-sporophyte	expressed unknown protein	NA
Ec-16_000920	chr_16	526		expressed unknown protein	   
Ec-16_000930	chr_16	3789	GBG-sporophyte	P-loop containing nucleoside triphosphate hydrolase	GO:0005524,GO:0016887 
Ec-16_000940	chr_16	2458		P-loop containing nucleoside triphosphate hydrolase	GO:0016020 
Ec-16_000950	chr_16	1766		Alpha/Beta hydrolase fold	GO:0003824,GO:0004806,GO:0006629
Ec-16_000960	chr_16	1937		Alpha/Beta hydrolase fold	   
Ec-16_000970	chr_16	2179	GBG-sporophyte	Alpha/Beta hydrolase fold	   
Ec-16_000980	chr_16	593		Hypothetical protein	   
Ec-16_000990	chr_16	2930		C2 domain	GO:0005515
Ec-16_001000	chr_16	3941		Aconitate hydratase,	GO:0008152
Ec-16_001010	chr_16	3994		hypothetical protein	   
Ec-16_001020	chr_16	1071		ATPase V0 complex subunit e1/e2	GO:0015078,GO:0015991,GO:0033179
Ec-16_001030	chr_16	7201		mRNA decapping complex protein	NA
Ec-16_001060	chr_16	4245		P-loop containing nucleoside triphosphate hydrolase	   
Ec-16_001070	chr_16	1404		hypothetical protein	   
Ec-16_001080	chr_16	1913		Ankyrin repeat-containing domain	   
Ec-16_001090	chr_16	1578		Ankyrin repeat	GO:0005515
Ec-16_001100	chr_16	1628		TRAPP III complex Trs85	   
Ec-16_001110	chr_16	5806		TRAPP III complex Trs85	   
Ec-16_001120	chr_16	618		Hypothetical protein	   
Ec-16_001130	chr_16	168		Hypothetical protein	   
Ec-16_001140	chr_16	1119		expressed unknown protein	   
Ec-16_001150	chr_16	4190		Single-stranded nucleic acid binding R3H	GO:0003676
Ec-16_001160	chr_16	2688		YCII-related	NA
Ec-16_001170	chr_16	1656		expressed unknown protein	GO:0008152,GO:0016491,GO:0055114
Ec-16_001180	chr_16	700		Hypothetical leucine rich repeat protein	GO:0005515
Ec-16_001190	chr_16	5008		hypothetical protein	   
Ec-16_001200	chr_16	2599		Hypothetical protein	   
Ec-16_001210	chr_16	4595	SBG-male	expressed unknown protein	   
Ec-16_001220	chr_16	2454		Phox homologous domain	GO:0035091
Ec-16_001230	chr_16	1812	GBG-sporophyte	hypothetical protein	   
Ec-16_001240	chr_16	1131		Ankyrin repeat	GO:0005515
Ec-16_001250	chr_16	3237		ClpP/crotonase-like domain	GO:0003824,GO:0005488,GO:0008152
Ec-16_001260	chr_16	1771		DNA photolyase FAD-binding/Cryptochrome C-terminal	GO:0003913,GO:0006281
Ec-16_001270	chr_16	5323		Ankyrin repeat-containing domain	   
Ec-16_001280	chr_16	1471		Nucleic acid-binding OB-fold	   
Ec-16_001290	chr_16	3009		DEAD/DEAH box helicase domain	GO:0003676,GO:0005524
Ec-16_001300	chr_16	2728		UAA transporter	GO:0055085
Ec-16_001310	chr_16	1410		Yos1-like	   
Ec-16_001320	chr_16	5115		Phosphatidic acid phosphatase type 2/haloperoxidase	GO:0003824,GO:0016020
Ec-16_001330	chr_16	1640		Ankyrin repeat-containing domain	   
Ec-16_001340	chr_16	6514	SBG-male	C2 domain	GO:0005515
Ec-16_001350	chr_16	3258		hypothetical protein	   
Ec-16_001360	chr_16	6316		HECT	GO:0004842
Ec-16_001370	chr_16	1264		conserved unknown protein	   
Ec-16_001380	chr_16	1029		Frataxin/CyaY	GO:0008199,GO:0016226
Ec-16_001390	chr_16	1134		hypothetical protein	   
Ec-16_001400	chr_16	269	GBG-gametophyte	expressed unknown protein	   
Ec-16_001410	chr_16	2118		hypothetical protein	   
Ec-16_001420	chr_16	3351		expressed unknown protein	   
Ec-16_001430	chr_16	3558		Ankyrin repeat-containing domain	   
Ec-16_001440	chr_16	5888		Zinc finger PHD-finger	GO:0005515
Ec-16_001450	chr_16	1180		S-adenosyl-L-methionine-dependent methyltransferase	   
Ec-16_001460	chr_16	771		60S ribosomal protein L12	GO:0005840,GO:0006412,GO:0005622,GO:0003735
Ec-16_001470	chr_16	3683		Ribosomal protein S5 domain 2-type fold	GO:0003723,GO:0004654,GO:0005739,GO:0006402
Ec-16_001480	chr_16	14691		P-loop containing nucleoside triphosphate hydrolase	   
Ec-16_001490	chr_16	6993		expressed unknown protein	GO:0031177
Ec-16_001500	chr_16	3474		UBA-like	GO:0005515
Ec-16_001510	chr_16	3593		Armadillo-type fold	GO:0005488
Ec-16_001520	chr_16	2308		Microtubule-associated anchor protein involved in autophagy and membrane trafficking	NA
Ec-16_001530	chr_16	2046		ABC transporter-like	GO:0005524,GO:0016887
Ec-16_001540	chr_16	2977		expressed unknown protein	   
Ec-16_001550	chr_16	1289		Branched-chain alpha-ketoacid dehydrogenase kinase/Pyruvate dehydrogenase kinase N-terminal	   
Ec-16_001560	chr_16	1028		Hypothetical protein	   
Ec-16_001570	chr_16	2847		Histidine decarboxylase	GO:0003824,GO:0030170,GO:0004398
Ec-16_001580	chr_16	120	GBG-gametophyte	Hypothetical protein	   
Ec-16_001590	chr_16	1100		Hypothetical protein	   
Ec-16_001600	chr_16	408	GBG-gametophyte	Mpv17/PMP22	GO:0016021
Ec-16_001610	chr_16	1124		expressed unknown protein	   
Ec-16_001620	chr_16	781		EsV-1-1	   
Ec-16_001630	chr_16	1567		Hypothetical protein	   
Ec-16_001640	chr_16	4657		Vacuolar protein sorting-associated protein 13 domain	GO:0008104 
Ec-16_001650	chr_16	11271		C2H2 zinc finger protein	   
Ec-16_001660	chr_16	3064		H/ACA ribonucleoprotein complex subunit Nhp2 eukaryote	GO:0003723,GO:0005730
Ec-16_001670	chr_16	1293		Mpv17/PMP22	GO:0016021
Ec-16_001680	chr_16	1652		Thioredoxin-like fold	   
Ec-16_001690	chr_16	2243		expressed unknown protein	   
Ec-16_001700	chr_16	999		MIT	   
Ec-16_001710	chr_16	4875		G-protein beta subunit	   
Ec-16_001720	chr_16	2157		Carbohydrate sulfotransferase-related	GO:0008146,GO:0016021,GO:0016051
Ec-16_001730	chr_16	3364		expressed unknown protein	   
Ec-16_001740	chr_16	3294		Tissue inhibitor of metalloproteinases-like OB-fold	GO:0005515
Ec-16_001750	chr_16	216		Hypothetical protein	   
Ec-16_001760	chr_16	1708		Histidinol dehydrogenase	GO:0000105,GO:0004399,GO:0008270,GO:0051287
Ec-16_001770	chr_16	284		hypothetical protein	   
